city,district,front,rooms,living_rooms,bath_rooms,street_width,level,age,kitchen,garage,elevator,area,dimension_1,dimension_2,price
25,247,9,5,1,3,20,3,0,1,1,1,163,12,12,670000
9,240,5,5,1,3,15,2,0,0,0,1,200,14,14,560000
9,128,5,5,1,3,20,1,0,1,1,1,215,14,14,680000
28,209,9,5,1,5,20,1,0,1,0,0,300,17,17,520000
25,247,9,4,1,4,20,2,0,1,1,1,147,12,12,500000
25,138,2,5,1,3,16,2,0,1,1,1,170,13,13,545000
25,99,5,5,1,3,20,2,0,1,1,1,180,13,13,700000
25,318,6,6,1,4,25,1,0,1,1,1,221,14,14,740000
11,292,9,2,1,2,30,3,0,1,0,1,142,11,11,560000
13,251,4,5,1,3,15,1,0,0,0,1,180,13,13,580000
9,56,2,4,1,4,20,1,11,1,1,0,188,13,13,500000
25,247,6,4,1,3,22,3,0,1,1,1,145,12,12,620000
25,99,9,5,1,4,15,2,0,1,1,1,218,14,14,740000
25,247,2,4,1,3,20,5,2,1,0,0,125,11,11,470000
25,201,6,5,1,3,15,2,0,1,1,1,160,12,12,570000
11,292,9,5,1,5,30,1,0,1,0,1,273,16,16,745000
25,247,5,5,1,4,15,4,0,1,1,1,165,12,12,690000
9,240,5,5,1,3,52,2,0,1,1,1,150,12,12,470000
25,231,9,5,1,3,21,2,0,1,1,1,175,13,13,770000
9,128,9,3,1,4,16,4,0,0,1,1,175,13,13,620000
25,218,6,4,1,3,32,3,0,1,1,1,134,11,11,485000
25,247,6,4,1,3,20,2,0,1,0,1,140,11,11,600000
17,82,3,7,2,5,5,1,2,1,0,0,315,17,17,770000
34,65,5,4,1,3,30,1,0,0,0,0,165,12,12,400000
36,241,6,3,1,3,10,2,10,1,1,1,120,10,10,430000
9,145,5,6,1,4,40,2,0,1,1,1,232,15,15,750000
9,240,6,6,1,4,20,2,0,0,0,1,250,15,15,560000
9,240,5,5,1,3,19,2,0,1,1,1,200,14,14,560000
25,99,5,5,1,4,20,5,0,1,1,1,230,15,15,750000
25,247,6,4,1,3,21,3,0,1,1,1,121,11,11,410000
9,169,5,5,1,4,57,3,0,1,1,1,200,14,14,580000
25,247,6,4,1,3,40,3,0,1,1,1,134,11,11,460000
11,91,6,4,1,3,40,3,0,1,0,1,150,12,12,640000
14,327,9,5,1,4,19,1,0,1,1,1,176,13,13,600000
11,295,6,4,1,2,30,2,10,1,0,0,131,11,11,400000
25,235,6,5,1,3,11,2,0,1,1,1,171,13,13,650000
9,240,2,3,1,3,24,3,0,0,0,1,183,13,13,545000
25,318,6,4,1,3,19,5,0,1,1,1,260,16,16,640000
11,292,2,1,1,5,30,1,0,1,0,0,155,12,12,550000
25,220,4,4,1,3,25,2,0,0,1,1,140,11,11,550000
9,128,9,6,1,3,19,2,0,1,0,1,220,14,14,700000
25,138,5,5,1,3,18,2,0,1,1,1,170,13,13,700000
25,318,4,5,1,3,25,2,0,1,1,1,180,13,13,600000
25,138,6,6,1,4,18,2,0,1,1,1,189,13,13,730000
24,120,6,5,1,3,18,2,0,1,0,1,200,14,14,550000
25,247,3,5,1,4,20,4,0,1,1,1,144,12,12,535000
9,240,5,5,1,3,29,2,0,1,1,1,225,15,15,560000
25,247,9,4,1,3,19,2,0,1,1,1,140,11,11,580000
9,173,6,7,1,4,23,2,0,1,0,1,240,15,15,560000
11,295,5,3,1,2,30,1,6,1,0,1,109,10,10,400000
25,247,7,4,1,3,20,5,3,1,0,0,150,12,12,480000
36,134,5,5,1,3,12,4,14,1,0,1,251,15,15,750000
25,293,3,5,1,3,25,2,0,1,1,1,164,12,12,465000
25,218,7,5,1,4,25,4,0,1,1,1,160,12,12,570000
25,247,6,5,1,3,18,3,0,1,1,0,159,12,12,670000
25,247,6,4,1,3,20,3,0,1,1,1,133,11,11,445000
25,318,6,5,1,5,22,2,0,0,0,0,280,16,16,780000
9,169,5,4,1,4,25,1,0,1,0,1,270,16,16,700000
11,296,9,3,1,3,30,3,0,1,0,1,197,14,14,680000
9,240,5,3,1,3,5,2,0,1,1,1,150,12,12,470000
11,295,2,2,2,3,5,3,0,1,0,1,132,11,11,580000
25,293,6,4,2,4,32,4,0,0,1,1,220,14,14,750000
11,59,8,4,1,4,30,1,0,1,0,0,202,14,14,670000
25,247,2,5,1,4,5,3,0,1,1,1,174,13,13,740000
25,247,6,4,1,3,25,1,0,1,1,1,140,11,11,470000
11,292,9,3,1,3,20,3,0,1,1,1,165,12,12,615000
36,63,5,5,1,3,23,3,0,1,0,1,120,10,10,700000
9,128,7,4,1,3,26,2,0,1,0,1,190,13,13,620000
9,240,7,5,1,4,20,1,0,1,1,1,175,13,13,560000
25,247,5,4,1,3,40,2,0,1,1,1,135,11,11,420000
25,247,7,4,1,3,25,3,0,1,1,1,186,13,13,590000
11,292,9,7,3,5,30,1,0,1,0,1,250,15,15,675000
25,218,7,4,1,3,20,3,0,1,1,1,122,11,11,475000
14,327,9,5,1,4,21,2,0,1,0,1,180,13,13,600000
22,231,6,5,1,4,11,2,2,1,0,1,213,14,14,450000
9,128,5,6,1,4,25,2,0,1,1,1,230,15,15,710000
9,240,3,5,1,3,33,3,0,1,0,1,185,13,13,480000
9,240,6,5,1,3,5,3,6,1,1,1,275,16,16,500000
25,173,3,5,1,3,31,2,0,1,1,1,170,13,13,619000
25,247,6,5,1,4,13,3,0,0,1,1,160,12,12,680000
25,318,4,5,1,3,25,3,0,1,1,1,155,12,12,570000
11,292,9,5,1,5,30,1,0,1,0,1,250,15,15,760000
11,300,5,3,1,3,30,1,0,1,0,0,130,11,11,450000
25,318,8,5,1,4,15,2,0,1,1,1,170,13,13,670000
25,201,6,5,1,4,16,1,0,1,0,0,180,13,13,745000
25,247,9,4,1,3,25,2,1,1,1,1,140,11,11,460000
25,138,2,5,1,4,25,4,0,1,1,1,166,12,12,680000
7,61,2,3,1,3,5,4,5,1,1,1,146,12,12,550000
25,247,6,4,1,3,20,2,0,1,1,1,151,12,12,480000
25,84,2,5,1,4,20,2,0,1,1,1,169,13,13,680000
25,318,5,4,1,2,0,3,0,0,1,1,120,10,10,420000
7,61,6,3,2,4,21,2,0,1,1,1,170,13,13,620000
11,224,2,3,1,3,36,1,0,0,1,1,160,12,12,795000
11,264,5,5,1,2,31,3,0,1,0,1,700,26,26,650000
25,174,6,5,1,3,25,3,0,1,1,1,171,13,13,570000
21,283,6,5,1,5,30,2,0,1,1,0,600,24,24,550000
25,2,6,6,1,4,25,2,0,1,1,1,165,12,12,710000
9,240,7,5,1,4,20,1,0,1,1,1,175,13,13,560000
11,292,5,3,1,3,40,3,0,1,0,1,146,12,12,560000
25,173,8,5,1,4,9,3,1,1,1,1,167,12,12,740000
25,260,7,5,1,4,15,3,0,1,1,1,180,13,13,650000
25,99,2,4,1,3,20,3,0,1,1,1,140,11,11,430000
25,318,6,6,1,4,15,3,0,0,0,1,196,14,14,700000
11,187,2,3,1,3,30,1,0,1,0,0,127,11,11,749000
9,240,5,7,1,3,30,2,0,1,1,1,185,13,13,540000
25,60,6,5,1,3,52,2,0,1,1,1,160,12,12,459000
25,218,6,4,1,3,28,3,0,0,0,0,130,11,11,450000
25,98,5,5,2,3,34,5,0,1,0,0,270,16,16,730000
25,218,6,4,1,3,20,3,0,1,1,1,133,11,11,475000
9,240,3,4,2,3,34,1,0,1,1,1,202,14,14,550000
9,169,7,5,1,3,25,2,0,1,1,1,150,12,12,420000
25,318,4,5,1,3,20,3,0,1,1,1,155,12,12,500000
25,247,9,4,1,3,11,2,3,1,0,1,119,10,10,500000
9,240,4,6,1,4,20,3,0,1,1,1,250,15,15,670000
25,218,3,3,1,2,11,4,6,1,1,1,200,14,14,400000
25,143,5,5,1,4,32,4,0,1,1,1,166,12,12,750000
9,240,5,5,1,3,45,2,0,1,1,1,160,12,12,470000
25,260,9,6,1,5,19,2,0,1,1,1,200,14,14,700000
25,247,5,4,1,3,12,4,0,0,0,1,150,12,12,600000
9,128,2,5,1,3,20,2,0,1,1,1,195,13,13,660000
11,295,6,3,1,3,20,2,2,1,0,1,191,13,13,680000
25,318,9,5,2,4,17,1,0,1,0,1,230,15,15,730000
25,24,6,5,1,3,15,2,1,1,1,1,177,13,13,720000
25,60,6,6,1,5,25,2,0,1,1,1,225,15,15,790000
25,318,5,5,1,3,25,3,0,0,1,1,141,11,11,520000
25,247,6,5,1,3,20,2,0,1,1,1,172,13,13,720000
9,240,2,4,1,3,30,3,0,1,0,1,151,12,12,470000
25,99,8,6,1,4,5,2,0,1,1,1,207,14,14,770000
25,318,6,5,2,4,20,2,0,1,1,1,216,14,14,591000
25,265,6,1,1,3,10,3,0,1,1,1,20,4,4,490000
25,247,4,4,1,3,20,3,0,1,1,1,148,12,12,480000
11,292,8,2,2,3,31,1,0,1,1,1,113,10,10,640000
11,295,2,3,1,3,5,2,1,1,0,0,127,11,11,450000
9,170,9,4,1,4,21,1,0,1,1,0,400,20,20,730000
9,128,6,2,1,3,20,3,0,1,0,1,200,14,14,700000
9,173,5,5,1,3,5,2,0,1,0,1,220,14,14,560000
11,296,9,5,1,3,30,1,0,1,0,1,182,13,13,640000
9,128,2,5,1,3,15,2,0,0,0,0,180,13,13,600000
9,128,5,5,1,3,25,1,0,1,1,1,195,13,13,640000
25,318,7,5,1,4,25,2,0,1,1,1,250,15,15,700000
36,155,5,6,2,3,25,2,0,1,1,1,238,15,15,690000
21,99,2,5,2,4,18,1,1,1,1,0,650,25,25,600000
9,240,9,5,1,3,25,2,0,1,1,1,190,13,13,540000
9,56,7,5,1,3,5,2,3,1,0,1,220,14,14,710000
25,112,6,4,1,3,5,2,0,1,1,1,138,11,11,750000
9,169,6,3,2,3,14,3,2,1,1,1,240,15,15,410000
9,240,5,5,2,3,16,3,0,1,0,1,180,13,13,520000
25,318,6,4,1,3,25,2,4,0,1,1,125,11,11,400000
25,318,8,4,1,3,25,3,0,0,1,1,120,10,10,460000
25,138,6,4,1,2,12,3,1,1,1,1,110,10,10,550000
13,184,5,6,1,4,15,2,0,1,1,1,241,15,15,750000
25,138,3,4,1,3,18,3,0,1,1,1,131,11,11,560000
25,201,9,6,1,4,16,4,12,1,1,1,220,14,14,750000
25,318,6,5,1,4,25,1,0,1,1,1,220,14,14,670000
25,318,9,4,1,3,16,4,0,1,1,1,115,10,10,450000
25,138,6,5,1,4,20,2,0,1,1,1,180,13,13,700000
25,173,9,5,1,4,26,2,0,0,0,0,162,12,12,700000
21,283,9,4,2,4,40,1,0,1,1,0,200,14,14,560000
25,247,9,4,1,3,20,4,0,1,1,1,136,11,11,399000
25,247,4,5,1,3,20,4,0,0,0,1,161,12,12,670000
25,247,7,5,1,3,20,5,0,1,1,1,260,16,16,780000
25,247,6,5,1,3,20,4,0,1,1,1,160,12,12,680000
25,318,7,7,1,5,20,2,0,1,1,1,225,15,15,760000
9,169,5,5,1,3,25,2,0,1,1,1,190,13,13,580000
9,264,9,1,2,4,30,2,0,1,1,0,250,15,15,790000
11,296,6,3,1,3,30,1,0,1,0,1,179,13,13,580000
25,173,6,5,1,4,20,2,0,1,1,1,175,13,13,700000
25,84,4,4,1,3,27,3,0,1,1,1,130,11,11,570000
11,264,7,5,1,4,31,1,0,0,0,1,158,12,12,520000
11,59,9,5,1,5,30,1,0,1,0,1,270,16,16,750000
25,99,2,5,1,3,15,2,0,1,1,1,180,13,13,710000
9,240,5,5,1,3,30,2,0,1,1,1,170,13,13,470000
11,292,6,4,2,3,30,1,0,1,1,1,165,12,12,600000
25,201,9,5,1,4,29,3,0,1,1,1,175,13,13,790000
25,318,6,5,1,4,15,1,0,1,1,1,220,14,14,650000
14,327,2,5,1,3,30,2,0,1,0,1,180,13,13,590000
25,247,6,4,1,3,20,2,4,0,1,1,142,11,11,470000
25,247,5,3,1,2,20,4,0,1,0,1,96,9,9,500000
11,295,6,3,1,3,30,2,8,1,0,1,150,12,12,400000
25,318,6,5,1,2,18,2,0,1,1,1,150,12,12,520000
11,295,7,3,1,2,30,1,5,1,0,1,88,9,9,390000
25,247,9,4,1,3,19,4,0,1,1,1,135,11,11,435000
25,247,2,4,1,3,20,2,0,1,1,1,135,11,11,575000
25,247,5,4,1,3,40,2,0,1,1,1,152,12,12,450000
25,218,5,4,1,3,20,3,0,1,1,1,125,11,11,469000
25,318,8,4,1,4,22,2,0,1,1,1,260,16,16,650000
25,247,2,5,1,3,22,2,0,1,1,1,166,12,12,690000
9,240,2,5,1,3,10,1,0,1,1,0,183,13,13,585000
14,327,2,5,1,4,18,1,0,1,0,1,180,13,13,550000
14,327,3,5,1,3,25,2,0,1,1,1,190,13,13,610000
25,318,7,5,1,3,25,4,3,1,1,1,150,12,12,500000
25,265,6,4,1,3,20,1,0,1,1,1,130,11,11,395000
25,138,3,5,1,4,25,3,0,1,1,1,167,12,12,680000
25,318,3,4,1,3,23,3,0,1,1,1,133,11,11,390000
9,145,6,5,1,4,20,3,0,1,0,1,230,15,15,790000
9,220,6,3,1,4,15,2,0,0,1,1,168,12,12,755000
25,247,5,4,1,3,20,2,0,1,1,1,127,11,11,550000
28,313,5,5,1,2,17,2,7,1,0,0,300,17,17,480000
9,169,7,5,1,3,26,2,0,1,1,1,150,12,12,440000
36,216,5,4,1,4,20,4,0,1,1,1,164,12,12,570000
11,129,5,5,1,4,30,1,0,1,0,1,230,15,15,730000
31,8,9,3,1,3,20,1,0,1,0,1,200,14,14,550000
25,318,6,5,1,4,16,5,0,1,1,1,250,15,15,680000
36,266,6,5,1,3,31,2,0,1,0,1,225,15,15,770000
25,247,2,4,1,3,20,2,0,0,1,1,158,12,12,610000
25,143,5,4,1,4,15,4,0,0,0,0,140,11,11,660000
34,64,5,4,1,3,30,2,4,1,0,0,176,13,13,380000
25,318,4,4,2,3,18,3,0,1,1,1,155,12,12,450000
28,209,5,5,1,4,15,1,0,1,0,0,300,17,17,580000
25,99,2,5,1,3,15,3,0,1,1,1,209,14,14,740000
11,296,9,5,1,3,28,2,2,1,0,1,134,11,11,580000
21,168,9,4,1,2,15,1,8,0,0,0,240,15,15,580000
9,128,7,5,1,3,20,2,0,1,1,1,205,14,14,650000
9,264,2,3,1,3,40,2,0,1,0,1,165,12,12,580000
9,264,5,5,2,3,18,2,0,1,0,1,213,14,14,600000
25,247,6,6,2,3,26,6,0,1,0,0,303,17,17,780000
25,318,7,5,1,3,16,2,0,1,1,1,156,12,12,500000
9,240,5,5,1,3,20,1,0,1,0,0,180,13,13,550000
25,99,6,5,1,3,30,2,0,1,1,1,180,13,13,700000
25,218,9,4,1,3,26,4,0,1,1,1,122,11,11,475000
9,240,6,5,1,3,23,1,0,1,1,1,190,13,13,550000
25,318,6,5,1,3,15,3,0,1,1,1,155,12,12,500000
25,230,2,4,1,3,16,2,1,1,0,1,140,11,11,570000
25,247,5,5,1,3,27,5,0,1,1,1,224,14,14,730000
9,128,6,5,1,3,15,2,0,1,0,1,230,15,15,670000
24,120,6,5,1,3,20,1,0,1,0,1,200,14,14,600000
25,318,9,4,1,2,20,2,0,1,1,1,135,11,11,420000
9,145,2,4,1,3,25,2,0,1,0,1,210,14,14,700000
11,292,6,1,1,3,30,1,0,1,0,1,216,14,14,680000
36,216,5,5,2,4,25,5,0,1,1,1,207,14,14,710000
9,240,6,3,1,2,5,1,0,1,1,0,165,12,12,380000
25,99,9,5,1,4,15,3,0,1,1,1,168,12,12,650000
11,292,5,1,1,5,29,1,0,0,0,0,192,13,13,740000
9,128,5,4,5,3,24,1,0,1,0,1,218,14,14,760000
11,111,4,4,1,3,25,1,6,1,0,1,144,12,12,750000
9,240,5,4,1,3,19,2,10,1,0,0,155,12,12,370000
21,312,9,4,2,4,5,2,0,0,1,0,305,17,17,680000
25,247,5,5,1,5,5,3,0,1,1,1,198,14,14,630000
11,295,5,2,1,3,15,2,0,1,0,1,112,10,10,440000
24,120,6,6,1,4,5,2,1,1,0,1,220,14,14,600000
25,106,6,5,3,3,28,4,0,1,1,1,160,12,12,465000
25,24,8,5,1,3,20,6,30,1,0,1,240,15,15,630000
25,218,2,5,1,3,28,3,0,1,1,1,165,12,12,585000
9,173,2,6,1,4,28,1,0,1,1,1,220,14,14,610000
11,324,9,2,2,2,36,1,3,1,0,0,107,10,10,500000
25,138,6,5,1,4,17,1,1,1,0,0,180,13,13,750000
11,258,5,2,1,3,30,1,0,1,1,1,141,11,11,659000
9,240,1,7,1,3,0,2,0,1,1,1,223,14,14,460000
5,309,9,4,1,4,30,2,0,1,1,0,250,15,15,690000
25,201,6,3,1,3,16,2,10,1,1,0,93,9,9,450000
25,318,2,5,1,4,15,2,0,1,1,1,153,12,12,395000
11,292,9,1,2,4,30,1,0,1,0,1,250,15,15,770000
36,123,5,5,1,3,25,3,0,1,1,1,175,13,13,650000
9,128,6,5,1,3,20,1,0,0,0,0,215,14,14,620000
25,99,5,5,1,4,15,2,0,1,1,1,230,15,15,770000
25,318,8,4,1,3,21,2,0,1,1,1,212,14,14,730000
25,247,6,5,1,4,31,4,0,1,1,1,153,12,12,510000
11,157,6,3,1,2,33,2,6,1,0,1,120,10,10,720000
25,218,3,5,1,3,22,3,0,1,1,1,175,13,13,610000
25,318,9,5,2,4,22,5,0,0,1,1,250,15,15,680000
11,306,5,5,1,5,30,1,5,0,0,0,100,10,10,500000
25,247,6,4,1,4,20,2,0,1,1,1,140,11,11,620000
25,218,2,5,1,4,25,3,0,1,1,1,215,14,14,670000
25,247,6,4,1,3,20,2,0,1,1,1,127,11,11,570000
9,128,9,4,1,3,18,2,0,1,0,1,281,16,16,750000
25,218,6,4,1,3,20,6,0,1,1,1,130,11,11,475000
25,247,6,4,1,3,20,2,0,1,1,1,138,11,11,640000
25,60,6,4,1,3,20,2,0,1,1,1,130,11,11,375000
25,247,5,4,1,3,25,3,0,1,1,1,136,11,11,440000
11,71,2,4,1,3,40,1,9,1,0,1,173,13,13,750000
11,292,9,5,1,5,20,1,0,1,0,0,170,13,13,630000
23,244,5,3,1,4,20,1,0,0,0,0,180,13,13,540000
25,247,5,4,1,3,32,1,0,1,1,1,121,11,11,439000
25,173,6,5,1,4,20,1,0,1,1,1,167,12,12,740000
25,218,5,4,1,3,24,4,0,1,1,1,122,11,11,469000
25,247,6,4,1,3,20,2,0,1,1,1,136,11,11,615000
13,133,5,5,1,3,20,1,0,0,0,0,400,20,20,750000
25,318,7,6,1,5,25,1,0,1,1,1,217,14,14,730000
25,99,6,4,1,3,32,5,3,1,0,0,133,11,11,380000
11,292,9,3,2,2,20,1,0,1,0,0,185,13,13,520000
5,309,5,5,1,4,30,1,6,1,0,0,210,14,14,600000
25,318,8,5,1,3,22,2,0,1,1,1,175,13,13,530000
9,128,5,5,1,3,15,1,0,1,1,1,205,14,14,640000
25,230,1,4,1,3,15,2,0,0,1,1,122,11,11,640000
13,273,5,7,2,4,25,2,0,1,1,1,300,17,17,750000
25,318,5,5,2,4,25,3,0,1,1,1,260,16,16,630000
9,240,2,5,1,3,27,2,0,1,0,1,175,13,13,480000
21,67,2,5,1,5,15,1,0,1,1,0,450,21,21,600000
25,247,6,4,1,2,40,2,0,1,1,1,115,10,10,550000
25,318,7,4,1,3,15,4,0,1,1,1,140,11,11,499000
25,265,9,4,1,3,21,3,0,1,1,1,130,11,11,395000
9,128,4,3,1,3,28,2,0,1,0,1,205,14,14,630000
25,247,6,4,1,3,20,2,0,1,1,1,138,11,11,460000
25,318,6,5,1,3,15,2,0,1,0,1,190,13,13,660000
28,85,9,7,1,5,15,2,0,1,0,1,380,19,19,740000
25,230,6,5,1,4,16,2,0,1,1,1,175,13,13,720000
25,247,2,4,1,3,20,2,0,1,1,1,130,11,11,600000
25,318,8,5,1,3,24,2,0,1,1,1,180,13,13,400000
25,3,6,4,1,3,14,4,0,0,0,0,131,11,11,380000
0,202,3,5,1,3,15,2,5,1,0,1,200,14,14,700000
25,201,2,6,1,3,21,3,0,1,1,1,235,15,15,780000
25,247,7,5,1,3,29,3,0,1,1,1,170,13,13,650000
25,247,5,4,1,3,40,3,0,1,1,1,145,12,12,499000
9,169,5,5,1,3,19,2,0,1,0,1,180,13,13,580000
11,292,3,4,1,2,30,2,0,1,0,1,140,11,11,600000
7,189,2,4,1,3,20,1,0,1,0,0,168,12,12,560000
9,264,4,5,1,3,24,1,0,1,1,1,250,15,15,770000
25,247,9,5,1,3,40,3,0,1,1,1,164,12,12,530000
25,98,6,5,1,3,30,2,0,1,1,1,171,13,13,490000
25,3,5,6,1,3,25,2,0,1,0,1,215,14,14,755000
9,128,6,5,1,3,15,2,0,0,1,1,190,13,13,660000
25,318,5,5,2,4,17,1,0,1,0,1,140,11,11,560000
36,216,9,5,1,3,15,2,10,1,0,1,185,13,13,720000
36,216,6,5,1,3,25,3,0,1,0,1,204,14,14,650000
11,295,7,3,1,2,30,1,5,1,0,1,88,9,9,390000
9,240,6,5,1,3,10,1,0,1,0,1,183,13,13,580000
25,99,5,6,1,3,18,2,0,1,1,1,190,13,13,650000
25,99,5,6,1,5,20,4,0,0,1,1,210,14,14,780000
36,150,5,4,1,3,5,2,1,1,1,1,172,13,13,550000
14,327,5,3,1,5,15,2,0,1,0,1,171,13,13,570000
9,240,4,4,1,3,20,1,0,1,1,1,225,15,15,570000
11,258,4,3,1,2,30,4,7,1,0,1,106,10,10,750000
11,295,5,3,1,3,32,2,0,1,0,1,133,11,11,470000
25,247,9,4,1,3,15,2,0,1,1,1,126,11,11,450000
14,327,6,5,1,3,20,2,0,1,0,1,205,14,14,700000
9,240,3,6,1,4,20,2,0,1,1,1,180,13,13,480000
25,247,6,5,1,3,5,2,0,0,1,1,141,11,11,650000
25,318,8,5,1,4,23,2,0,1,1,1,233,15,15,700000
36,266,6,4,1,3,20,1,0,1,0,1,246,15,15,750000
25,247,5,4,1,3,20,2,0,1,1,1,136,11,11,620000
25,138,6,5,1,3,20,3,0,1,1,1,170,13,13,540000
25,112,7,4,1,2,15,2,0,1,0,1,103,10,10,490000
36,25,3,2,1,2,60,16,2,1,1,1,61,7,7,700000
9,240,6,5,1,3,20,1,0,1,0,1,200,14,14,550000
7,196,5,3,2,2,20,1,10,1,1,0,154,12,12,500000
11,201,6,5,1,3,39,1,0,1,0,1,180,13,13,650000
25,318,8,5,1,4,21,2,0,1,1,1,150,12,12,470000
25,84,2,4,1,4,21,4,0,1,1,1,200,14,14,680000
25,247,6,5,1,3,16,1,0,1,1,1,160,12,12,680000
24,94,2,6,1,3,33,2,0,1,0,1,211,14,14,600000
25,99,5,5,1,3,15,5,0,1,1,1,300,17,17,745000
11,73,9,4,1,2,30,3,0,1,0,1,130,11,11,450000
9,240,5,5,1,3,15,1,0,0,1,1,200,14,14,560000
25,218,7,5,1,4,25,1,0,1,1,1,155,12,12,569000
33,111,6,3,2,2,21,1,2,1,1,1,200,14,14,550000
25,247,3,5,1,4,25,2,0,1,1,1,165,12,12,670000
25,174,7,5,1,3,25,2,0,1,1,1,171,13,13,620000
25,318,5,5,2,3,29,4,0,1,1,1,118,10,10,470000
25,138,9,4,1,4,20,5,0,0,1,1,210,14,14,780000
25,218,6,4,1,4,16,4,4,1,1,1,140,11,11,450000
25,138,6,5,1,3,15,1,0,1,1,1,195,13,13,570000
11,292,5,5,1,3,30,2,0,1,0,1,198,14,14,605000
9,169,5,5,1,3,26,2,0,1,0,1,200,14,14,590000
11,295,6,4,1,4,0,2,1,1,0,0,190,13,13,670000
25,293,8,5,1,4,30,3,0,1,1,1,195,13,13,495000
11,295,9,3,1,2,30,2,10,0,0,1,132,11,11,460000
25,247,5,5,1,4,24,4,0,1,1,1,175,13,13,590000
25,247,3,4,1,3,20,2,0,1,1,1,134,11,11,575000
11,292,5,3,1,3,20,2,0,1,0,1,208,14,14,640000
23,6,5,5,1,5,25,1,0,1,0,1,272,16,16,560000
25,247,5,4,1,3,35,4,0,1,1,1,154,12,12,480000
28,247,5,3,1,3,20,3,0,1,0,1,180,13,13,390000
9,293,8,4,1,3,25,1,0,1,1,1,225,15,15,680000
25,138,6,5,1,5,21,5,0,1,1,1,280,16,16,750000
11,296,2,3,2,3,30,2,0,1,0,1,166,12,12,650000
11,295,9,3,1,3,30,2,0,0,1,1,150,12,12,750000
11,292,5,4,1,4,30,2,0,1,0,1,200,14,14,595000
25,318,3,4,1,3,23,3,0,1,1,1,133,11,11,390000
25,230,2,4,1,3,16,2,0,1,1,1,140,11,11,550000
25,247,6,4,1,3,20,4,0,1,1,1,125,11,11,470000
11,300,5,6,1,4,35,2,0,1,0,1,180,13,13,550000
24,117,5,5,1,3,20,2,0,1,0,0,230,15,15,600000
25,247,5,4,1,3,20,2,0,1,1,1,132,11,11,420000
25,247,6,4,1,3,20,3,0,1,1,1,130,11,11,570000
25,318,5,5,1,3,20,4,0,1,1,1,200,14,14,650000
25,318,6,4,1,4,31,5,0,1,1,1,260,16,16,670000
36,69,6,5,1,3,15,2,0,1,1,1,200,14,14,500000
25,247,6,5,1,3,25,2,0,1,1,1,166,12,12,680000
25,318,5,5,1,3,25,2,0,0,1,1,156,12,12,500000
9,169,6,6,1,4,19,1,0,1,1,1,200,14,14,590000
11,292,5,5,1,3,30,1,0,1,0,1,180,13,13,550000
25,173,6,1,1,4,15,2,0,0,0,0,190,13,13,780000
7,44,9,4,1,3,18,1,0,1,1,0,180,13,13,680000
9,128,7,3,1,3,25,3,0,1,0,1,205,14,14,580000
14,327,5,3,1,3,20,3,0,1,0,1,190,13,13,620000
25,24,6,5,1,3,50,7,30,1,0,1,220,14,14,600000
9,240,5,5,1,3,21,4,0,1,0,1,250,15,15,600000
